season,player,pfr_id,tm,age,pos,g,gs,att,yds,td,x1d,ybc,ybc_att,yac,yac_att,brk_tkl,att_br,loaded
2022,Demetric Felton,FeltDe00,CLE,24.0,RB,8.0,2.0,1.0,-4.0,0.0,,-4.0,-4.0,0.0,0.0,0.0,,2023-08-28
2022,Feleipe Franks,FranFe00,ATL,25.0,TE,11.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Kylen Granson,GranKy00,IND,24.0,TE,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Danny Gray,GrayDa02,SF,23.0,WR,13.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,,2023-08-28
2022,Noah Gray,GrayNo00,KC,23.0,TE,17.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,2023-08-28
2022,Peyton Hendershot,HendPe01,DAL,23.0,TE,17.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Kylin Hill,HillKy00,GB,24.0,RB,2.0,0.0,1.0,7.0,0.0,1.0,2.0,2.0,5.0,5.0,0.0,,2023-08-28
2022,Jordan Howard,HowaJo00,NO,28.0,RB,2.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,,2023-08-28
2022,Robert Hunt,HuntRo01,MIA,26.0,OL,17.0,17.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Trenton Irwin,IrwiTr00,CIN,27.0,WR,9.0,2.0,1.0,11.0,0.0,1.0,8.0,8.0,3.0,3.0,0.0,,2023-08-28
2022,Andy Isabella,IsabAn00,2TM,26.0,,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2023-08-28
2022,Dallin Leavitt,LeavDa00,GB,28.0,S,17.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Jordan Love,LoveJo03,GB,24.0,QB,4.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,2023-08-28
2022,Racey McMath,McMaRa00,TEN,23.0,WR,5.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,,2023-08-28
2022,Scott Miller,MillSc01,TB,25.0,WR,15.0,1.0,1.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,2023-08-28
2022,Darnell Mooney,MoonDa00,CHI,25.0,WR,12.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,2023-08-28
2022,Josh Palmer,PalmJo00,LAC,24.0,WR,16.0,11.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,,2023-08-28
2022,Zach Pascal,PascZa00,PHI,28.0,WR,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-28
2022,Donovan Peoples-Jones,PeopDo00,CLE,23.0,WR,17.0,14.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,2023-08-28
2022,Ben Skowronek,SkowBe00,LA,25.0,WR,14.0,11.0,1.0,17.0,1.0,1.0,17.0,17.0,0.0,0.0,0.0,,2023-08-28
2022,Jonnu Smith,SmitJo01,NE,27.0,TE,14.0,8.0,1.0,5.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,2023-08-28
2022,Keith Smith,SmitKe03,ATL,30.0,FB,17.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,2023-08-28
2022,Ihmir Smith-Marsette,SmitIh00,2TM,23.0,,8.0,0.0,1.0,-1.0,0.0,,-1.0,-1.0,0.0,0.0,0.0,,2023-08-28
2022,MJ Stewart,StewM.00,HOU,27.0,DB,17.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,,2023-08-28
2022,Courtland Sutton,SuttCo00,DEN,27.0,WR,15.0,15.0,1.0,5.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,,2023-08-28
2022,Adam Thielen,ThieAd00,MIN,32.0,WR,17.0,17.0,1.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,,2023-08-28
2022,Marquez Valdes-Scantling,ValdMa00,KC,28.0,WR,17.0,11.0,1.0,-3.0,0.0,0.0,-3.0,-3.0,0.0,0.0,1.0,1.0,2023-08-28
2022,Jameson Williams,WillJa11,DET,21.0,WR,6.0,0.0,1.0,40.0,0.0,1.0,37.0,37.0,3.0,3.0,0.0,,2023-08-28
2022,Cedrick Wilson,WilsCe01,MIA,27.0,WR,15.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,2023-08-28
2022,Michael Woods,WoodMi00,CLE,22.0,WR,10.0,0.0,1.0,-5.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,,2023-08-28
